,Time,Temperature,Salinity,Oxygen,PH
66,2012-07-10,,,207.9259494444445,
67,2012-07-11,,,207.38972291666659,
68,2012-07-12,,,207.2344909722222,
69,2012-07-13,,,206.63311666666672,
70,2012-07-14,,,208.0963687500001,
71,2012-07-15,,,207.92919652777763,
72,2012-07-16,,,207.28660347222228,
73,2012-07-17,,,208.6586541666666,
74,2012-07-18,,,208.17995555555524,
75,2012-07-19,,,208.0193055555555,
76,2012-07-20,,,210.8545895833333,
77,2012-07-21,,,207.6111680555556,
78,2012-07-22,,,207.6187604166663,
79,2012-07-23,,,207.7468527777777,
80,2012-07-24,,,207.5796784722221,
81,2012-07-25,,,209.34468611111114,
82,2012-07-26,,,210.8817444444444,
83,2012-07-27,,,209.7115604166668,
84,2012-07-28,,,207.86841875,
85,2012-07-29,,,207.67738333333324,
86,2012-07-30,,,207.43204791666662,
87,2012-07-31,,,206.83612430555553,
88,2012-08-01,,,207.2062727777777,
89,2012-08-02,,,205.770174652778,
90,2012-08-03,,,206.28360958333326,
91,2012-08-04,,,205.938425,
92,2012-08-05,,,204.9408632638889,
93,2012-08-06,,,204.31345229166672,
94,2012-08-07,,,205.49337569444444,
95,2012-08-08,,,204.26351993055562,
96,2012-08-09,,,203.90748048611115,
97,2012-08-10,,,204.15822777777768,
98,2012-08-11,,,203.382105208333,
99,2012-08-12,,,203.36907937500007,
100,2012-08-13,,,203.77288020833333,
101,2012-08-14,,,204.13434708333352,
102,2012-08-15,,,203.84018034722214,
103,2012-08-16,,,203.4939102777777,
104,2012-08-17,,,202.6537440277778,
105,2012-08-18,,,202.48223722222224,
106,2012-08-19,,,202.7525232638889,
107,2012-08-20,,,202.32592722222225,
108,2012-08-21,,,201.40869145833327,
109,2012-08-22,,,201.34681874999984,
110,2012-08-23,,,201.11452472222246,
111,2012-08-24,,,200.48168631944446,
112,2012-08-25,,,199.94437069444433,
113,2012-08-26,,,200.54355902777786,
114,2012-08-27,,,201.05482298611105,
115,2012-08-28,,,201.19159423611103,
116,2012-08-29,,,200.97124055555574,
117,2012-08-30,,,201.24478305555553,
118,2012-08-31,,,201.7321663194445,
119,2012-09-01,,,201.55197562499995,
120,2012-09-02,,,201.9926829861113,
121,2012-09-03,,,199.80977041666662,
122,2012-09-04,,,203.73271722222225,
123,2012-09-05,,,202.52999861111113,
124,2012-09-06,,,203.8152141666667,
125,2012-09-07,,,205.47383694444423,
126,2012-09-08,,,204.63801263888888,
127,2012-09-09,,,204.9777697916666,
128,2012-09-10,,,205.51399993055546,
129,2012-09-11,,,205.82661993055578,
130,2012-09-12,,,206.2260788194444,
131,2012-09-13,,,206.81224131944438,
132,2012-09-14,,,207.97588243055554,
133,2012-09-15,,,207.5091234027778,
134,2012-09-16,,,203.07274166666676,
135,2012-09-17,,,208.1604150694442,
136,2012-09-18,,,208.0952859027777,
137,2012-09-19,,,209.00709423611087,
138,2012-09-20,,,209.40546763888884,
139,2012-09-21,,,207.91400972222218,
140,2012-09-22,,,206.77207833333335,
141,2012-09-23,,,206.75036861111099,
142,2012-09-24,,,205.44127236111112,
143,2012-09-25,,,203.59051854166685,
144,2012-09-26,,,208.81387770833337,
145,2012-09-27,,,207.29636812499996,
146,2012-09-28,,,209.8418330555557,
147,2012-09-29,,,206.71563305555546,
148,2012-09-30,,,203.09987881944454,
149,2012-10-01,,,206.2239078472223,
150,2012-10-02,,,209.22636243055553,
151,2012-10-03,,,212.1691152777779,
152,2012-10-04,,,212.34604951388894,
153,2012-10-05,,,214.17943555555564,
154,2012-10-06,,,218.16425506944424,
155,2012-10-07,,,217.37944861111131,
156,2012-10-08,,,217.03426402777788,
157,2012-10-09,,,215.95963277777759,
158,2012-10-10,,,217.13847069444452,
159,2012-10-11,,,217.5281602083334,
160,2012-10-12,,,216.77483284722237,
161,2012-10-13,,,215.04565347222226,
162,2012-10-14,,,217.9916627777778,
163,2012-10-15,,,216.47632416666653,
164,2012-10-16,,,218.35964256944442,
165,2012-10-17,,,219.06629402777781,
166,2012-10-18,22.87470149253733,37.465925373134304,220.56752131944438,
167,2012-10-19,22.750694444444438,37.41069444444445,221.021254513889,
168,2012-10-20,22.771666666666682,37.443708333333305,220.162635,
169,2012-10-21,22.724097222222206,37.4535,219.68502111111104,
170,2012-10-22,22.627430555555545,37.52015972222222,218.7037416666666,
171,2012-10-23,22.521388888888893,37.49230555555555,215.87062291666675,
172,2012-10-24,22.324861111111108,37.45647222222223,219.94553777777762,
173,2012-10-25,22.160139860139854,37.442412587412605,221.72247854166665,
174,2012-10-26,22.197062937062956,37.50216083916082,221.75612861111105,
175,2012-10-27,22.06534722222219,37.527173611111095,219.2030652777778,
176,2012-10-28,20.71805555555555,37.557347222222226,228.2343097222222,
177,2012-10-29,19.693541666666665,37.63054861111114,237.1993395138889,
178,2012-10-30,20.01034722222221,37.62255555555558,234.48453874999984,
179,2012-10-31,20.320277777777775,37.60201388888888,231.38873236111138,
180,2012-11-01,20.03461538461536,37.6512867132867,229.97868590277767,
181,2012-11-02,19.774652777777803,37.64905555555558,230.57678875,
182,2012-11-03,19.587083333333354,37.645326388888876,232.82917243055556,
183,2012-11-04,19.402777777777796,37.63421527777776,235.46473270833337,
184,2012-11-05,19.214513888888867,37.61882638888891,235.50272472222227,
185,2012-11-06,19.07604166666666,37.61666666666666,236.81399194444444,
186,2012-11-07,18.889652777777812,37.63679861111112,237.37627375000017,
187,2012-11-08,18.89770833333333,37.661923611111106,237.83109243055566,
188,2012-11-09,18.932708333333313,37.64632638888885,237.96243625,
189,2012-11-10,18.93437500000003,37.64388194444446,237.16568944444452,
190,2012-11-11,18.868402777777778,37.65058333333337,236.06392104166676,
191,2012-11-12,18.720625000000005,37.64743750000001,236.52742361111098,
192,2012-11-13,18.402777777777743,37.66954166666663,237.72362930555548,
193,2012-11-14,18.297986111111108,37.38259722222221,237.6704404861111,
194,2012-11-15,18.641111111111098,37.58264583333333,237.1190135416666,
195,2012-11-16,18.712569444444433,37.516104166666686,238.3195611805556,
196,2012-11-17,18.761527777777765,37.50987500000002,237.99717180555587,
197,2012-11-18,18.745694444444435,37.536458333333336,237.9135893749999,
198,2012-11-19,18.658472222222244,37.551770833333336,238.18604638888877,
199,2012-11-20,18.604166666666664,37.523069444444424,238.7049087500001,
200,2012-11-21,18.538260869565214,37.52923913043477,240.3559331249998,
201,2012-11-22,18.50750000000001,37.52907638888888,239.6308284027777,
202,2012-11-23,18.620763888888888,37.49810416666667,238.7700379166667,
203,2012-11-24,18.673541666666672,37.42204166666667,239.19120652777767,
204,2012-11-25,18.810208333333335,37.28874305555556,238.3912032638889,
205,2012-11-26,18.747291666666655,37.273895833333356,238.75267013888873,
206,2012-11-27,18.62611111111113,37.268486111111116,239.02295618055535,
207,2012-11-28,18.3390972222222,37.29403472222223,238.44222111111114,
208,2012-11-29,17.92555555555559,37.412618055555555,241.83002326388896,
209,2012-11-30,17.582499999999982,37.599569444444455,241.34264000000005,
210,2012-12-01,17.106433566433555,37.652762237762246,241.25580111111128,
211,2012-12-02,16.98534722222222,37.66051388888887,241.31550284722212,
212,2012-12-03,16.775763888888886,37.68411805555557,242.7385751388889,
213,2012-12-04,16.673986013986042,37.7363426573426,243.64929798611124,
214,2012-12-05,16.6432638888889,37.73377777777777,243.74156430555573,
215,2012-12-06,16.528472222222202,37.739548611111125,245.28295458333352,
216,2012-12-07,16.36958333333334,37.745381944444425,245.97223826388887,
217,2012-12-08,16.36583333333334,37.73714583333336,248.26695590277782,
218,2012-12-09,16.218472222222207,37.732208333333375,248.32557215277777,
219,2012-12-10,16.26263888888888,37.73943749999991,249.04307847222248,
220,2012-12-11,16.1738461538462,37.741867132867114,248.37441902777795,
221,2012-12-12,16.11694444444446,37.77249305555552,248.46994180555586,
222,2012-12-13,16.20576388888887,37.754694444444446,248.95841055555547,
223,2012-12-14,16.148125000000018,37.796798611111086,248.93127340277755,
224,2012-12-15,16.08256944444443,37.78357638888889,250.80916437499997,
225,2012-12-16,16.085416666666635,37.783791666666694,251.07293750000008,
226,2012-12-17,16.034027777777748,37.791125000000015,249.98636590277758,
227,2012-12-18,15.896293706293733,37.775132867132854,251.51147388888887,
228,2012-12-19,15.909848484848467,37.78393181818178,251.18474256944435,
229,2012-12-20,15.98354166666666,37.802319444444436,253.26127750000003,
230,2012-12-21,16.068055555555578,37.82892361111114,252.57959222222223,
231,2012-12-22,16.157972027972033,37.84890909090906,251.53644006944458,
232,2012-12-23,16.033216783216783,37.84265734265736,251.05665520833352,
233,2012-12-24,16.063768115942022,37.83750000000002,251.49410611111094,
234,2012-12-25,16.089305555555562,37.83738888888893,251.00563736111124,
235,2012-12-26,16.161944444444448,37.85220833333335,252.34512722222203,
236,2012-12-27,16.22874999999999,37.86457638888887,251.39424138888893,
237,2012-12-28,16.162916666666685,37.86823611111111,251.3529929166666,
238,2012-12-29,16.076180555555545,37.87225694444442,251.49410611111105,
239,2012-12-30,16.00958333333331,37.863756944444425,252.29519486111116,
240,2012-12-31,16.00868055555553,37.87127777777779,251.87076979166653,
241,2013-01-01,15.899510489510522,37.87095104895097,253.2287097222223,
242,2013-01-02,15.801874999999967,37.869569444444444,253.2232805555556,
243,2013-01-03,15.775277777777767,37.84499999999998,253.91148125000018,
244,2013-01-04,15.74520833333333,37.83712499999996,254.16330763888917,
245,2013-01-05,15.635416666666686,37.84370833333326,255.48001875,
246,2013-01-06,15.538041958041942,37.8558111888112,255.38231458333362,
247,2013-01-07,15.473802816901406,37.856323943661955,255.76548541666685,
248,2013-01-08,15.435416666666665,37.85321527777779,255.88598472222228,
249,2013-01-09,15.441944444444456,37.85322222222223,255.671046527778,
250,2013-01-10,15.470694444444462,37.84404861111099,255.92289305555565,
251,2013-01-11,15.297986111111081,37.846888888888884,256.4526,
252,2013-01-12,15.235972222222216,37.85037499999997,256.6382340277778,
253,2013-01-13,15.14263888888887,37.85942361111106,258.0732472222223,
254,2013-01-14,15.121748251748247,37.87702797202801,256.6501743055557,
255,2013-01-15,14.938888888888922,37.886166666666654,256.7424333333334,
256,2013-01-16,14.867638888888845,37.93303472222221,256.02708472222247,
257,2013-01-17,14.737569444444468,37.93213194444442,255.4734916666671,
258,2013-01-18,14.5261111111111,37.9254930555556,255.09247847222247,
259,2013-01-19,14.509374999999986,37.92265277777778,254.5964194444445,
260,2013-01-20,14.390347222222225,37.932229166666666,254.02870277777777,
261,2013-01-21,14.315138888888848,37.96281944444444,254.4433687500001,
262,2013-01-22,14.268680555555546,38.01289583333334,257.3264291666668,
263,2013-01-23,14.08590277777776,37.93515972222221,258.84285069444445,
264,2013-01-24,13.963402777777802,38.05067361111112,259.21625208333336,
265,2013-01-25,13.78590277777778,38.048729166666654,258.6898020833331,
266,2013-01-26,13.639166666666688,38.047444444444444,260.0043159722221,
267,2013-01-27,13.618819444444458,38.06432638888889,257.8919576388889,
268,2013-01-28,13.539930555555538,38.04961805555552,261.41002013888914,
269,2013-01-29,13.947902097902107,37.94803496503497,263.67977916666655,
270,2013-01-30,14.155625000000027,37.90102083333333,264.29958402777777,
271,2013-01-31,14.431527777777783,37.8917013888889,263.7210208333333,
272,2013-02-01,14.400559440559435,37.88158741258739,264.891184027778,
273,2013-02-02,14.18006944444446,37.905874999999995,266.30122152777784,
274,2013-02-03,13.821328671328665,37.964419580419595,262.7136902777778,
275,2013-02-04,13.59618055555553,37.942548611111114,266.54978819444443,
276,2013-02-05,13.592638888888906,37.949562500000006,267.99566111111136,
277,2013-02-06,13.648611111111128,38.00392361111111,266.8732729166667,
278,2013-02-07,13.385624999999997,38.00329166666667,270.1991979166666,
279,2013-02-08,13.408541666666686,38.0381736111111,268.0336569444445,
280,2013-02-09,13.358790322580628,38.031653225806494,268.91616180555536,
281,2013-02-10,,,271.2423555555556,
282,2013-02-11,13.528874999999996,37.93855000000001,269.8692131944442,
283,2013-02-12,13.276111111111106,37.97150694444443,271.323772222222,
284,2013-02-13,13.191319444444453,37.98639583333344,271.3422201388888,
285,2013-02-14,13.209305555555549,37.988458333333355,272.5959520833332,
286,2013-02-15,13.525555555555544,37.9885972222222,268.97151527777777,
287,2013-02-16,13.707152777777786,37.96843750000001,269.07355347222233,
288,2013-02-17,13.745804195804196,37.91604195804195,269.04641180555535,
289,2013-02-18,13.823125000000006,37.90139583333335,269.1636416666665,
290,2013-02-19,13.76277777777777,37.91430555555554,271.2141381944444,
291,2013-02-20,13.785486111111117,37.928527777777816,270.3370520833333,
292,2013-02-21,13.762361111111112,37.93219444444438,271.2846881944444,
293,2013-02-22,13.78361111111108,37.930645833333344,273.7042277777779,
294,2013-02-23,13.677777777777775,37.92111111111111,271.635292361111,
295,2013-02-24,13.47625000000002,37.93847916666662,270.7788562499999,
296,2013-02-25,13.449027777777777,37.958152777777826,269.48277986111094,
297,2013-02-26,13.132937062937044,37.9515944055944,271.5647423611113,
298,2013-02-27,13.11791666666667,37.95317361111112,271.0393569444446,
299,2013-02-28,13.05347222222219,37.94556944444443,272.11073333333337,
300,2013-03-01,13.217746478873215,37.944908450704204,272.540592361111,
301,2013-03-02,13.290138888888887,37.94341666666666,272.05863819444454,
302,2013-03-03,13.477708333333332,37.94668055555556,271.2412666666666,
303,2013-03-04,13.414097222222246,37.94573611111108,273.50775208333346,
304,2013-03-05,13.481111111111092,37.94210416666666,273.73463263888914,
305,2013-03-06,13.602013888888912,37.935201388888956,271.96963888888854,
306,2013-03-07,13.761458333333344,37.934472222222176,271.8817055555555,
307,2013-03-08,13.986643356643361,37.92694405594402,271.4410090277777,
308,2013-03-09,13.939652777777802,37.93305555555551,272.5829270833334,
309,2013-03-10,13.832430555555574,37.93773611111109,274.34033819444437,
310,2013-03-11,13.919999999999973,37.92752777777775,273.3112930555555,
311,2013-03-12,13.690833333333368,37.949937499999976,272.71861249999995,
312,2013-03-13,13.628958333333316,37.95854861111112,272.5981249999998,
313,2013-03-14,13.448000000000015,37.96305263157894,270.21873402777766,
314,2013-03-15,,,261.4480076388889,
315,2013-03-16,13.16875,38.045625,268.3375916666665,
316,2013-03-17,13.393958333333343,38.05965277777778,272.0173874999998,
317,2013-03-18,13.457916666666646,38.058715277777765,276.8760326388889,
318,2013-03-19,13.62409722222221,38.06020833333333,278.25025416666654,
319,2013-03-20,13.779444444444431,38.05520138888889,279.09585138888895,
320,2013-03-21,13.834565217391319,38.04543478260877,280.9085979166664,
321,2013-03-22,14.111111111111112,38.04224305555555,278.80445999999995,
322,2013-03-23,14.24475524475523,38.057307692307695,,
323,2013-03-24,14.212769230769238,38.05897692307693,,
324,2013-03-25,14.158958333333329,38.05781944444449,,
325,2013-03-26,14.213333333333349,38.05052083333331,,
326,2013-03-27,14.408951048951053,38.04417482517485,,
327,2013-03-28,14.520624999999995,38.04847916666662,,
328,2013-03-29,14.594166666666679,38.044069444444496,,
329,2013-03-30,14.83166666666667,38.044715277777755,,
330,2013-03-31,14.233695652173905,38.06285507246379,,
331,2013-04-01,14.128958333333301,38.058791666666636,,
332,2013-04-02,14.642112676056321,38.03179577464789,,
333,2013-04-03,14.918124999999995,38.04454166666665,,
334,2013-04-04,14.978541666666665,38.046951388888864,,
335,2013-04-05,15.156874999999994,38.05717361111111,,
336,2013-04-06,14.486805555555552,38.052381944444434,,
337,2013-04-07,14.189583333333337,38.08197222222226,,
338,2013-04-08,14.268958333333321,38.08165277777769,,
339,2013-04-09,14.409375000000002,38.08086111111107,,
340,2013-04-10,14.700277777777766,38.08435416666667,,
341,2013-04-11,14.769722222222226,38.080263888888936,,
342,2013-04-12,14.975972222222232,38.08254861111103,,
343,2013-04-13,15.392430555555547,38.07924305555558,,
344,2013-04-14,15.446666666666674,38.05671527777779,,
345,2013-04-15,15.709300699300698,38.05551748251749,,
346,2013-04-16,16.02083333333333,38.02956249999997,,
347,2013-04-17,16.46576388888889,37.98606249999999,,
348,2013-04-18,16.683513513513518,37.987769230769224,,
349,2013-04-19,,,,
350,2013-04-20,,,,
351,2013-04-21,,,,
352,2013-04-22,,,,
353,2013-04-23,,,242.9683,
354,2013-04-24,,,242.96830000000014,
355,2013-04-25,,,242.96830000000008,
356,2013-04-26,,,242.96830000000014,
357,2013-04-27,,,242.96830000000014,
358,2013-04-28,,,242.96830000000014,
359,2013-04-29,,,242.9683,
360,2013-04-30,,,242.9683,
361,2013-05-01,,,242.9683,
362,2013-05-02,,,242.9683,
363,2013-05-03,,,243.8436,
364,2013-05-04,,,243.7498,
365,2013-05-05,,,243.7498,
366,2013-05-06,,,243.7498,
367,2013-05-07,,,243.74979999999996,
368,2013-05-08,,,,
369,2013-05-09,,,243.7498,
370,2013-05-10,,,243.7498,
371,2013-05-11,,,243.7498,
372,2013-05-12,,,243.7498,
373,2013-05-13,,,,
374,2013-05-14,,,243.7498,
375,2013-05-15,,,243.7498,
376,2013-05-16,,,243.74980000000002,
377,2013-05-17,,,243.7497999999999,
378,2013-05-18,,,243.7498,
379,2013-05-19,,,,
380,2013-05-20,,,,
381,2013-05-21,,,,
382,2013-05-22,,,,
383,2013-05-23,,,173.0352,
384,2013-05-24,,,173.0352,
385,2013-05-25,,,,
386,2013-05-26,,,,
387,2013-05-27,17.42,37.885,,
388,2013-05-28,,,,
389,2013-05-29,,,,
390,2013-05-30,,,,
391,2013-05-31,,,,
392,2013-06-01,,,,
393,2013-06-02,,,,
394,2013-06-03,,,,
395,2013-06-04,,,,
396,2013-06-05,,,,
397,2013-06-06,,,,
398,2013-06-07,,,,
399,2013-06-08,,,,
400,2013-06-09,,,,
401,2013-06-10,,,,
402,2013-06-11,,,,
403,2013-06-12,,,,
404,2013-06-13,,,,
405,2013-06-14,,,,
406,2013-06-15,,,,
407,2013-06-16,,,,
408,2013-06-17,,,,
409,2013-06-18,,,,
410,2013-06-19,,,,
411,2013-06-20,,,,
412,2013-06-21,,,,
413,2013-06-22,,,,
414,2013-06-23,,,,
415,2013-06-24,22.77,38.029,,
416,2013-06-25,,,,
417,2013-06-26,22.49,38.049,,
418,2013-06-27,,,,
419,2013-06-28,,,,
420,2013-06-29,22.53,38.032,,
421,2013-06-30,,,,
422,2013-07-01,23.34,38.051,,
423,2013-07-02,,,,
424,2013-07-03,23.27,38.063,,
425,2013-07-04,,,,
426,2013-07-05,,,,
427,2013-07-06,,,,
428,2013-07-07,,,,
429,2013-07-08,,,,
430,2013-07-09,,,,
431,2013-07-10,25.61,37.936,,
432,2013-07-11,,,,
433,2013-07-12,,,,
434,2013-07-13,,,,
435,2013-07-14,,,,
436,2013-07-15,,,,
437,2013-07-16,,,,
438,2013-07-17,26.46,37.976,,
439,2013-07-18,,,,
440,2013-07-19,,,,
441,2013-07-20,,,,
442,2013-07-21,26.47,37.841,,
443,2013-07-22,,,,
444,2013-07-23,,,,
445,2013-07-24,,,,
446,2013-07-25,,,,
447,2013-07-26,27.43,37.403,,
448,2013-07-27,,,,
449,2013-07-28,,,,
450,2013-07-29,,,,
451,2013-07-30,,,,
452,2013-07-31,,,,
453,2013-08-01,27.49,37.649,,
454,2013-08-02,27.1,37.563,,
455,2013-08-03,,,,
456,2013-08-04,,,,
457,2013-08-05,,,,
458,2013-08-06,27.44,37.587,,
459,2013-08-07,,,,
460,2013-08-08,,,,
461,2013-08-09,,,,
462,2013-08-10,,,,
463,2013-08-11,27.03,37.658,,
464,2013-08-12,,,,
465,2013-08-13,,,,
466,2013-08-14,,,,
467,2013-08-15,,,,
468,2013-08-16,,,,
469,2013-08-17,,,,
470,2013-08-18,27.4,37.625,,
471,2013-08-19,,,,
472,2013-08-20,,,,
473,2013-08-21,27.32,37.671,,
474,2013-08-22,,,,
475,2013-08-23,27.38,37.702,,
476,2013-08-24,,,,
477,2013-08-25,27.31,37.698,,
478,2013-08-26,,,,
479,2013-08-27,,,,
480,2013-08-28,,,,
481,2013-08-29,,,,
482,2013-08-30,,,,
483,2013-08-31,,,,
484,2013-09-01,,,,
485,2013-09-02,,,,
486,2013-09-03,,,,
487,2013-09-04,,,,
488,2013-09-05,,,,
489,2013-09-06,,,,
490,2013-09-07,,,,
491,2013-09-08,,,,
492,2013-09-09,,,,
493,2013-09-10,,,,
494,2013-09-11,,,,
495,2013-09-12,,,,
496,2013-09-13,,,,
497,2013-09-14,,,,
498,2013-09-15,,,,
499,2013-09-16,,,,
500,2013-09-17,,,,
501,2013-09-18,,,,
502,2013-09-19,,,,
503,2013-09-20,,,,
504,2013-09-21,,,,
505,2013-09-22,,,,
506,2013-09-23,,,,
507,2013-09-24,,,,
508,2013-09-25,,,,
509,2013-09-26,,,,
510,2013-09-27,,,,
511,2013-09-28,,,,
512,2013-09-29,,,,
513,2013-09-30,,,,
514,2013-10-01,25.133333333333333,37.61553333333333,,
515,2013-10-02,25.499583333333334,37.62012500000001,,
516,2013-10-03,25.15833333333333,36.506499999999996,,
517,2013-10-04,25.167916666666667,37.629583333333336,,
518,2013-10-05,25.15000000000001,37.654083333333325,,
519,2013-10-06,24.99666666666667,37.660875000000004,,
520,2013-10-07,24.836249999999996,37.66258333333333,,
521,2013-10-08,24.721666666666668,37.677708333333335,,
522,2013-10-09,24.53666666666666,37.667875,,
523,2013-10-10,24.3625,37.659875,,
524,2013-10-11,24.153333333333332,37.67445833333333,,
525,2013-10-12,24.154999999999998,37.69495833333333,,
526,2013-10-13,24.162083333333342,37.692125,,
527,2013-10-14,24.046086956521737,37.689913043478256,,
528,2013-10-15,24.01083333333334,37.696625,,
529,2013-10-16,24.006249999999998,37.69716666666667,,
530,2013-10-17,24.049166666666665,37.71304166666666,,
531,2013-10-18,24.06333333333333,37.72079166666667,,
532,2013-10-19,24.098333333333333,37.717749999999995,,
533,2013-10-20,24.116250000000004,37.729499999999994,,
534,2013-10-21,24.157083333333336,37.728875,,
535,2013-10-22,24.09,37.72537500000002,,
536,2013-10-23,23.972499999999997,37.72679166666667,,
537,2013-10-24,23.94791666666666,37.72570833333334,,
538,2013-10-25,23.972499999999993,37.730916666666666,,
539,2013-10-26,23.87541666666667,37.74029166666667,,
540,2013-10-27,23.874166666666667,37.73900000000001,,
541,2013-10-28,23.851666666666663,37.740750000000006,,
542,2013-10-29,23.660833333333333,37.71220833333333,,
543,2013-10-30,23.206666666666667,37.71145833333334,,
544,2013-10-31,23.00041666666667,37.69195833333334,,
545,2013-11-01,22.93625,37.71095833333333,,
546,2013-11-02,22.75791666666666,37.72058333333334,,
547,2013-11-03,22.61791666666667,37.71083333333334,,
548,2013-11-04,22.34625,37.67875000000001,,
549,2013-11-05,22.10666666666666,37.713791666666665,,
550,2013-11-06,21.41583333333334,37.784375000000004,,
551,2013-11-07,21.078750000000003,37.803000000000004,,
552,2013-11-08,21.46208333333333,37.76475,,
553,2013-11-09,21.3175,37.77433333333333,,
554,2013-11-10,20.93125,37.79970833333333,,
555,2013-11-11,20.6825,37.81970833333334,,
556,2013-11-12,20.484166666666663,37.80479166666666,,
557,2013-11-13,20.502083333333335,37.77275000000001,,
558,2013-11-14,20.39125,37.70475,,
559,2013-11-15,20.21208333333334,37.75891666666668,,
560,2013-11-16,19.90375,37.76125,,
561,2013-11-17,19.80666666666667,37.755833333333335,,
562,2013-11-18,19.644583333333333,37.64991666666667,,
563,2013-11-19,19.531249999999996,37.668125,,
564,2013-11-20,19.149166666666666,37.576625,,
565,2013-11-21,19.082500000000003,37.75970833333333,,
566,2013-11-22,18.615,37.76491666666666,,
567,2013-11-23,18.151666666666667,37.789750000000005,,
568,2013-11-24,18.0725,37.834041666666664,,
569,2013-11-25,17.880454545454544,37.78069565217391,,
570,2013-11-26,17.47,37.815,,
571,2013-11-27,,,,
572,2013-11-28,,,,
573,2013-11-29,,,,
574,2013-11-30,,,,
575,2013-12-01,16.91304347826087,37.93147826086956,,
576,2013-12-02,14.428,37.93783333333333,,
577,2013-12-03,,,,
578,2013-12-04,,,,
579,2013-12-05,,,,
580,2013-12-06,,,,
581,2013-12-07,,,,
582,2013-12-08,,,,
583,2013-12-09,,,,
584,2013-12-10,,,,
585,2013-12-11,,,,
586,2013-12-12,,,,
587,2013-12-13,,,,
588,2013-12-14,,,,
589,2013-12-15,,,,
590,2013-12-16,,,,
591,2013-12-17,,,,
592,2013-12-18,,,,
593,2013-12-19,,,,
594,2013-12-20,,,,
595,2013-12-21,,,,
596,2013-12-22,,,,
597,2013-12-23,,,,
598,2013-12-24,,,,
599,2013-12-25,,,,
600,2013-12-26,,,,
601,2013-12-27,,,,
602,2013-12-28,,,,
603,2013-12-29,,,,
604,2013-12-30,,,,
605,2013-12-31,,,,
606,2014-01-01,,,,
607,2014-01-02,,,,
608,2014-01-03,,,,
609,2014-01-04,,,,
610,2014-01-05,,,,
611,2014-01-06,,,,
612,2014-01-07,,,,
613,2014-01-08,,,,
614,2014-01-09,,,,
615,2014-01-10,,,,
616,2014-01-11,,,,
617,2014-01-12,,,,
618,2014-01-13,,,,
619,2014-01-14,,,,
620,2014-01-15,,,,
621,2014-01-16,,,,
622,2014-01-17,,,,
623,2014-01-18,,,,
624,2014-01-19,,,,
625,2014-01-20,,,,
626,2014-01-21,,,,
627,2014-01-22,,,,
628,2014-01-23,,,,
629,2014-01-24,,,,
630,2014-01-25,,,,
631,2014-01-26,,,,
